[0musing CUDA on GPU 0...[0m	
[0mcreating an LSTM...[0m	
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["butter"]}
{"ingredient": ["packed brown sugar"]}
{"ingredient": ["eggs"]}
{"ingredient": ["vanilla extract"]}
{"ingredient": ["chopped pecans"]}
{"ingredient": ["chopped pecans"]}
{"step": ["Preheat oven to 350 degrees F (175 degrees C)."]}
{"step": ["In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time, then stir in vanilla. Combine the flour, baking powder, and salt; stir into the creamed mixture. Beat in the flour mixture alternately with the milk. Beat in the flour mixture alternately with the buttermilk. Beat in the flour mixture alternately with the milk, mixing just until incorporated. Stir in the chocolate chips. Pour batter into prepared pan."]}
{"step": ["Bake in the preheated oven for 15 minutes. Cool in the pan for 10 minutes."]}
{"end_of_recipe": "END_OF_RECIPE"}
{"title": ["\r\n\tChicken and Sausage Soup Recipe - Allrecipes.com\r\n"]}
{"ingredient": ["butter"]}
{"ingredient": ["onion, chopped"]}
{"ingredient": ["garlic, minced"]}
{"ingredient": ["chopped fresh parsley"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["salt"]}
{"ingredient": ["ground black pepper"]}
{"ingredient": ["salt"]}
{"ingredient": ["ground black pepper"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground coriander"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["chicken broth"]}
{"ingredient": ["chicken broth"]}
{"ingredient": ["salt"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cumin"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground nutmeg"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cloves"]}
{"ingredient": ["ground cinnamon"]}
{"ingre
